Account Owner,Account Owner ID,Account Name,Phone,Account Site,Fax,Parent Account,Parent Account ID,Account Number,Account Type,Industry,Annual Revenue,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout,Layout ID,Tag,Water System No,Website URL,Principal Country Served
,,CALVARY CHAPEL CHRISTIAN CAMP,909-867-4444,,,,,,,,,,,,,,,,GREEN VALLEY LAKE RD,CA,92341,,,,,,,,,
,,CALVARY CHAPEL JULIAN,760-765-3951,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,"CALTRANS, CACTUS CITY REST AREA",909-889-3235,,,,,,,,,,,,,,,,SAN BERNARDINO,CA,92401,,,,,,,,,
,,CALVIN CREST CONFERENCE CENTER,559-772-4040,,,,,,,,,,,,,,,,OAKHURST,CA,93644,,,,,,,,,
,,CALTRANS-DUNIGAN RS,530-662-0564,,,,,,,,,,,,,,,,WOODLAND,CA,95776,,,,,,,,,
,,CAMACHO'S RESTAURANT,760-352-5810,,,,,,,,,,,,,,,,EL CENTRO,CA,92243,,,,,,,,,
,,CAMERON CORNERS,619-478-5801,,,,,,,,,,,,,,,,CAMPO,CA,91906,,,,,,,,,
,,CAMP ALANDALE,951-659-5253,,,,,,,,,,,,,,,,ANGELUS OAKS,CA,92305,,,,,,,,,
,,CAMP AREV,818-468-5884,,,,,,,,,,,,,,,,GLENDALE,CA,91226,,,,,,,,,
,,CAMP BOUNTIFUL,,,,,,,,,,,,,,,,,SACRAMENTO,CA,95841,,,,,,,,,
,,CAMP BERRYESSA,707-253-4847,,,,,,,,,,,,,,,,NAPA,CA,94559,,,,,,,,,
,,CAMP CAZADERO,707-762-3185,,,,,,,,,,,,,,,"1304 South Point Boulevard, Suite 200A",PETALUMA,CA,94954,,,,,,,,,
,,CAMP ANTELOPE,,,,,,,,,,,,,,,,,LONE PINE,CA,93545,,,,,,,,,
,,CAMP CEDAR CREST,909-867-2531,,,,,,,,,,,,,,,,RUNNING SPRINGS,CA,92382,,,,,,,,,
,,CAMP CEDAR FALLS,909-794-2911,,,,,,,,,,,,,,,,ANGELUS OAKS,CA,92305,,,,,,,,,
,,CAMP CEDAR GLEN,760-765-0477,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,CAMP CHESEBROUGH,408-638-8314,,,,,,,,,,,,,,,,SAN JOSE,CA,95126,,,,,,,,,
,,CAMP CISQUITO / LIVE AGAIN RECOVERY HOME,,,,,,,,,,,,,,,,,PASADENA,CA,91102,,,,,,,,,
,,CAMP CHILNUALNA WATER SYSTEM,209-375-6337,,,,,,,,,,,,,,,,WAWONA,CA,95389,,,,,,,,,
,,CAMP CONCORD,925-671-3074,,,,,,,,,,,,,,,,CONCORD,CA,94519,,,,,,,,,
,,CAMP CREEK CAMPGROUND-PP&L,,,,,,,,,,,,,,,,,MEDFORD,OR,97501,,,,,,,,,
,,CAMP DENVER FOX,619-296-8935,,,,,,,,,,,,,,,,SAN DIEGO,CA,92111,,,,,,,,,
,,CAMP AUGUSTA,530-265-3702,,,,,,,,,,,,,,,,NEVADA CITY,CA,95959,,,,,,,,,
,,CAMP EL CAMINO PINES,661-245-3519,,,,,,,,,,,,,,,,FRAZIER PARK,CA,93225,,,,,,,,,
,,CAMP CHIQUITA CAMPGROUND (HEALTH),530-333-2906,,,,,,,,,,,,,,,,GEORGETOWN,CA,95634,,,,,,,,,
,,CAMP ELK,,,,,,,,,,,,,,,,,WRIGHTWOOD,CA,92397-0000,,,,,,,,,
,,CAMP FAR WEST RESORT,530-656-2242,,,,,,,,,,,,,,,,TROWBRIDGE,CA,95659,,,,,,,,,
,,CAMP FLEMING  --- CAMPGROUND,209-296-1958,,,,,,,,,,,,,,,,SACRAMENTO,CA,95819,,,,,,,,,
,,CAMP FLEMING --- LODGE,209-296-1958,,,,,,,,,,,,,,,,SACRAMENTO,CA,95819,,,,,,,,,
,,CAMP HAMMER,831-338-3200,,,,,,,,,,,,,,,,BOULDER CREEK,CA,95006,,,,,,,,,
,,CAMP HEART BAR EQUESTRIAN GROUP,909-866-8550,,,,,,,,,,,,,,,PO Box 365,FAWNSKINE,CA,92333,,,,,,,,,
,,CAMP JACK HAZARD,209-965-7254,,,,,,,,,,,,,,,,MODESTO,CA,95353,,,,,,,,,
,,CAMP FRESNO WATER SYSTEM,559-621-2928,,,,,,,,,,,,,,,,FRESNO,CA,93721,,,,,,,,,
,,CAMP JOHN MENSINGER,209-545-6320,,,,,,,,,,,,,,,,MODESTO,CA,95356,,,,,,,,,
,,CAMP GILBOA,909-866-1407,,,,,,,,,,,,,,,,LOS ANGELES,CA,90048,,,,,,,,,
,,CAMP LA VERNE,626-844-9791,,,,,,,,,,,,,,,,LA VERNE,CA,91750,,,,,,,,,
,,CAMP LAKOTA WATER SYSTEM,626-677-2393,,,,,,,,,,,,,,,Suite 600,LOS ANGELES,CA,90015,,,,,,,,,
,,CAMP JOE SCHERMAN,949-461-8800,,,,,,,,,,,,,,,,IRVINE,CA,92618,,,,,,,,,
,,"CAMP LEONARD, SIERRA NV F.C.",530-862-1230,,,,,,,,,,,,,,,"San Francisco State University, TH323",SAN FRANCISCO,CA,94132,,,,,,,,,
,,CAMP LIAHONA REDWOODS,707-847-3164,,,,,,,,,,,,,,,,LAKEPORT,CA,95453,,,,,,,,,
,,CAMP LIAHONA,209-768-2929,,,,,,,,,,,,,,,,DARDANELLE,CA,95314,,,,,,,,,
,,CAMP JOSEPHO-BSA WATER,,,,,,,,,,,,,,,,STE C8,VAN NUYS,CA,91406-3753,,,,,,,,,
,,CAMP LOTUS WATER SYSTEM,707-695-2632,,,,,,,,,,,,,,,,LOTUS,CA,95651,,,,,,,,,
,,CAMP MADONNA OF PEACE,209-736-2708,,,,,,,,,,,,,,,,VALLECITO,CA,95251,,,,,,,,,
,,CAMP MATHER,415-242-6384,,,,,,,,,,,,,,,,SAN FRANCISCO,CA,94117,,,,,,,,,
,,CAMP LODESTAR,209-293-4980,,,,,,,,,,,,,,,,WILSEYVILLE,CA,95257,,,,,,,,,
,,CAMP MENDOCINO,415-445-5433,,,,,,,,,,,,,,,,SAN FRANCISCO,CA,94102,,,,,,,,,
,,CAMP MCCUMBER WATER SYSTEM,530-474-4896,,,,,,,,,,,,,,,,SHINGLETOWN,CA,96088,,,,,,,,,
,,CAMP MARANATHA,951-659-2739,,,,,,,,,,,,,,,,IDYLLWILD,CA,92349,,,,,,,,,
,,CAMP MORNING STAR,909-794-5071,,,,,,,,,,,,,,,,ANGELUS OAKS,CA,92305,,,,,,,,,
,,CAMP NAVARRO,707-895-3181,,,,,,,,,,,,,,,,NAVARRO,CA,95463,,,,,,,,,
,,CAMP OAKES,909-585-2020,,,,,,,,,,,,,,,,BIG BEAR CITY,CA,92314,,,,,,,,,
,,CAMP MENZIES,209-296-1958,,,,,,,,,,,,,,,,SACRAMENTO,CA,95819,,,,,,,,,
,,CAMP OSITO RANCHO,626-677-2276,,,,,,,,,,,,,,,Suite 600,LOS ANGELES,CA,90015,,,,,,,,,
,,CAMP OLIVER,619-445-5945,,,,,,,,,,,,,,,,DESCANSO,CA,91916,,,,,,,,,
,,CAMP PEACEFUL PINES,530-681-6577,,,,,,,,,,,,,,,,MODESTO,CA,95358,,,,,,,,,
,,CAMP RITCHIE,,,,,,,,,,,,,,,,,GARDEN VALLEY,CA,95633,,,,,,,,,
,,CAMP OKIZU,530-589-6585,,,,,,,,,,,,,,,,NOVATO,CA,95949-5755,,,,,,,,,
,,CAMP ROSS RELLES,,,,,,,,,,,,,,,,"1900 Point West Way, #224",SACRAMENTO,CA,95815,,,,,,,,,
,,CAMP ROUND MEADOW,909-866-3000,,,,,,,,,,,,,,,,FAWNSKIN,CA,92333,,,,,,,,,
,,CAMP ROYANEH,707-632-5291,,,,,,,,,,,,,,,,CAZADERO,CA,95421,,,,,,,,,
,,CAMP PACIFICA,,,,,,,,,,,,,,,,,MERCED,CA,95340,,,,,,,,,
,,CAMP RONALD MCDONALD FOR G.T.,951-659-4609,,,,,,,,,,,,,,,,MOUNTAIN CENTER,CA,92561,,,,,,,,,
,,CAMP RUCKER LAKE,916-480-0825,,,,,,,,,,,,,,,,SACRAMENTO,CA,94821,,,,,,,,,
,,CAMP SIERRA,559-434-2119,,,,,,,,,,,,,,,,FRESNO,CA,93730,,,,,,,,,
,,CAMP SKY MEADOWS,909-485-0005,,,,,,,,,,,,,,,,ANGELUS OAKS,CA,92305,,,,,,,,,
,,CAMP ST FRANCIS,831-441-7144,,,,,,,,,,,,,,,,APTOS,CA,95003,,,,,,,,,
,,CAMP SHASTA COFFEE COMPANY,530-238-8088,,,,,,,,,,,,,,,,LAKEHEAD,CA,96051,,,,,,,,,
,,CAMP STEVENS,760-765-0028,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,CAMP ST NICHOLAS WATER SYSTEM,818-563-2838,,,,,,,,,,,,,,,,LOS ANGELES,CA,90057,,,,,,,,,
,,CAMP SHELLY,925-960-2400,,,,,,,,,,,,,,,,LIVERMORE,CA,94550,,,,,,,,,
,,CAMP SUGAR PINE,559-683-4938,,,,,,,,,,,,,,,,OAKHURST,CA,93644,,,,,,,,,
,,CAMP TAHQUITZ,562-427-0911,,,,,,,,,,,,,,,,LONG BEACH,CA,90807,,,,,,,,,
,,CAMP TAMARANCHO,415-454-1081,,,,,,,,,,,,,,,,SAN RAFAEL,CA,94901,,,,,,,,,
,,CAMP TAWONGA,415-543-2267,,,,,,,,,,,,,,,,SAN FRANCISCO,CA,94105,,,,,,,,,
,,CAMP TUOLUMNE TRAILS,574-747-7666,,,,,,,,,,,,,,,,GROVELAND,CA,95321,,,,,,,,,
,,CAMP TECUYA WATER SYSTEM,,,,,,,,,,,,,,,,,LOS ANGELES,CA,90041,,,,,,,,,
,,CAMP TIMBERWOLF,925-324-1374,,,,,,,,,,,,,,,,MORAGA,CA,94556,,,,,,,,,
,,CAMP VERDUGO OAKS BOYSCOUTS,626-574-5301,,,,,,,,,,,,,,,,ARCADIA,CA,91006,,,,,,,,,
,,"CAMP WASIU II, SIERRA/NV INC.",800-222-5406,,,,,,,,,,,,,,,,RENO,NV,89503,,,,,,,,,
,,CAMP WAWONA,209-375-6231,,,,,,,,,,,,,,,,WAWONA,CA,95389,,,,,,,,,
,,CAMP WINTHERS,530-426-3551,,,,,,,,,,,,,,,,CARMICHAEL,CA,95608,,,,,,,,,
,,CAMP WINACKA,760-765-1170,,,,,,,,,,,,,,,,JULIAN,CA,92036,,,,,,,,,
,,CAMP WINTON,916-333-5424,,,,,,,,,,,,,,,,SACRAMENTO,CA,95853,,,,,,,,,
,,CAMPBELL RANCH,707-249-5704,,,,,,,,,,,,,,,,DIXON,CA,95620-9692,,,,,,,,,
,,CAMP WOLFEBORO,925-674-6171,,,,,,,,,,,,,,,,PLEASANT HILL,CA,94253,,,,,,,,,
,,CAMPHORA-GLORIA RD WS #01,831-678-1099,,,,,,,,,,,,,,,,SOLEDAD,CA,93960,,,,,,,,,
,,CAMP WILDERNESS,661-322-6157,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93386,,,,,,,,,
,,CANNERY LANDING,916-777-6653,,,,,,,,,,,,,,,,WALNUT GROVE,CA,95690,,,,,,,,,
,,CANYON CREEK SPORTS COMPLEX,,,,,,,,,,,,,,,,,ELIZABETH LK,CA,93532-1011,,,,,,,,,
,,CANYON CREEK RESORT,530-795-6062,,,,,,,,,,,,,,,,WINTERS,CA,95694,,,,,,,,,
,,CAMPOBELLO,707-284-1235,,,,,,,,,,,,,,,,SANTA ROSA,CA,95402,,,,,,,,,
,,CAPAY OPEN SPACE PARK,530-666-8677,,,,,,,,,,,,,,,,WOODLAND,CA,95695,,,,,,,,,
,,CAMPO GROUP LLC,619-322-7263,,,,,,,,,,,,,,,,CAMPO,CA,91906,,,,,,,,,
,,CAPITAL MOUNTAIN CHRISTIAN CAMP,530-637-5368,,,,,,,,,,,,,,,,WEIMAR,CA,95736,,,,,,,,,
,,CAPPS CROSSING CAMPGROUND,831-801-5826,,,,,,,,,,,,,,,,HOLLISTER,CA,95023,,,,,,,,,
,,CAPLES LAKE RESORT,209-258-8888,,,,,,,,,,,,,,,,KIRKWOOD,CA,95646,,,,,,,,,
,,CANYON FEED & SUPPLY,559-855-7480,,,,,,,,,,,,,,,,PRATHER,CA,93651,,,,,,,,,
,,CAMP SACRAMENTO,916-808-6169,,,,,,,,,,,,,,,,SACRAMENTO,CA,95814,,,,,,,,,
,,CARMEL BY THE RIVER RV PARK WS,831-624-9329,,,,,,,,,,,,,,,,CARMEL,CA,93923,,,,,,,,,
,,CARDINAL VILLAGE RESORT,760-873-4789,,,,,,,,,,,,,,,,BISHOP,CA,93514,,,,,,,,,
,,CARMEL VALLEY TENNIS CAMP WS,831-659-2615,,,,,,,,,,,,,,,,CARMEL VALLEY,CA,93924,,,,,,,,,
,,CARNEGIE SVRA,925-455-0426,,,,,,,,,,,,,,,,LIVERMORE,CA,94550,,,,,,,,,
,,CASA GRANDE MOTEL,559-674-6703,,,,,,,,,,,,,,,,MADERA,CA,93637,,,,,,,,,
,,CARSON RIVER RESORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CARIBOU CROSSROADS,,,,,,,,,,,,,,,,,CARIBOU,CA,95915,,,,,,,,,
,,CASILLAS WATER SYSTEM,559-359-2333,,,,,,,,,,,,,,,,PORTERVILLE,CA,93257,,,,,,,,,
,,CASINI RANCH CAMPGROUND,707-865-5500,,,,,,,,,,,,,,,22855 MOSCOW ROAD,DUNCANS MILLS,CA,95430,,,,,,,,,
,,CASPAR BEACH RV PARK,707-964-3306,,,,,,,,,,,,,,,,MENDOCINO,CA,95460,,,,,,,,,
,,CASPERS REGIONAL WILDERNESS PARK,714-955-0653,,,,,,,,,,,,,,,,ORANGE,CA,92865,,,,,,,,,
,,CAST ESTATE VINEYARDS & CELLARS,214-536-9000,,,,,,,,,,,,,,,,DALLAS,TX,75214,,,,,,,,,
,,CASCADE MUTUAL WATER COMPANY,530-545-9404,,,,,,,,,,,,,,,,SOUTH LAKE TAHOE,CA,96150,,,,,,,,,
,,CATFISH CAMP,209-521-9176,,,,,,,,,,,,,,,,MODESTO,CA,95354,,,,,,,,,
,,CASA RUIZ,530-383-4745,,,,,,,,,,,,,,,,WOODLAND,CA,95776,,,,,,,,,
,,CATHEDRAL WATER ASSOCIATION,530-541-1244,,,,,,,,,,,,,,,,SOUTH LAKE TAHOE,CA,96150,,,,,,,,,
,,CATHOLIC CHARITIES - CYO CAMP,415-972-1215,,,,,,,,,,,,,,,,SAN FRANCISCO,CA,94109,,,,,,,,,
,,CDF-HEDRICK POND CAMPGROUND,559-539-2855,,,,,,,,,,,,,,,,SPRINGVILLE,CA,93265,,,,,,,,,
,,CAZADERO PERFORMING ARTS CAMP,510-527-7500,,,,,,,,,,,,,,,,BERKELEY,CA,94707,,,,,,,,,
,,CBUSO DBA TURNER ROAD VINTNERS (WEST),,,,,,,,,,,,,,,,,CANANDAIGUA,NY,14424,,,,,,,,,
,,CDF-FRASIER MILL CAMPGROUND,559-539-2855,,,,,,,,,,,,,,,,SPRINGVILLE,CA,93265,,,,,,,,,
,,CDF-HIDDEN FALLS CAMPGROUND,559-539-2855,,,,,,,,,,,,,,,,SPRINGVILLE,CA,93265,,,,,,,,,
,,CDFW ELKHORN SLOUGH ECOLOGICAL RESERVE,831-728-2822,,,,,,,,,,,,,,,,WATSONVILLE,CA,95076,,,,,,,,,
,,CDPR FOUR RIVERS DISTRICT-BASALT,209-536-2915,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CDPR FOUR RIVERS DISTRICT-SAN LUIS CREEK,209-536-2915,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CDPR-HATFIELD,209-536-5933,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CDPR-SECTOR WIDE POTABLE WATER TANKS,209-536-2915,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CEDAR CREST RESORT,559-893-3233,,,,,,,,,,,,,,,,FRESNO,CA,93722,,,,,,,,,
,,CDPR-MCCONNELL,209-536-5933,,,,,,,,,,,,,,,,COLUMBIA,CA,95310,,,,,,,,,
,,CDF-SHAKE CAMPGROUND,559-539-2855,,,,,,,,,,,,,,,,SPRINGVILLE,CA,93265,,,,,,,,,
,,CEDAR LAKE CAMP INC,951-682-5352,,,,,,,,,,,,,,,,REDLANDS,CA,92373,,,,,,,,,
,,CEDAR LODGE MOTEL,530-258-2904,,,,,,,,,,,,,,,,CHESTER,CA,96020,,,,,,,,,
,,CEDAR SLOPE MWC,661-599-2778,,,,,,,,,,,,,,,,BAKERSFIELD,CA,93314,,,,,,,,,
,,CEJA-REYES INC,530-662-3510,,,,,,,,,,,,,,,,WOODLAND,CA,95695,,,,,,,,,
,,CENTER OF EFFORT WINERY,805-782-9463,,,,,,,,,,,,,,,,ARROYO GRANDE,CA,93420,,,,,,,,,
,,CENTRAL CAMP WATER COMPANY,559-822-2289,,,,,,,,,,,,,,,,FRIANT,CA,93626,,,,,,,,,
,,CENTRAL VALLEY BAPTIST CHURCH WS,,,,,,,,,,,,,,,,,MANTECA,CA,95336,,,,,,,,,
,,CENTENNIEL RANCH,916-856-4196,,,,,,,,,,,,,,,,ELK GROVE,CA,95758,,,,,,,,,
,,CENTRAL CA ALMOND GROWERS ASSN,559-846-5377,,,,,,,,,,,,,,,,KERMAN,CA,93630,,,,,,,,,
,,CENTRAL CAL TRISTEZA ERAD,559-686-4973,,,,,,,,,,,,,,,,TULARE,CA,93274,,,,,,,,,
,,CENTER OF THE WORLD,760-572-0100,,,,,,,,,,,,,,,,FELICITY,CA,92283,,,,,,,,,
,,CERRO ALTO CAMPGROUND,805-434-1996,,,,,,,,,,,,,,,,TEMPLETON,CA,93465,,,,,,,,,
,,CERVANTES LABOR CAMP,2095222014,,,,,,,,,,,,,,,,MODESTO,CA,95356,,,,,,,,,
,,CHALET VIEW LODGE,,,,,,,,,,,,,,,,,PORTOLA,CA,96122,,,,,,,,,
,,CHALFANT COMMUNITY CENTER,760-932-5440,,,,,,,,,,,,,,,,BRIDGEPORT,CA,93517,,,,,,,,,
,,CHANGING ECHOES,209-785-3667,,,,,,,,,,,,,,,,ANGELS CAMP,CA,95222,,,,,,,,,
,,CHANNEL ISLANDS NATIONAL PARK,805-658-5710,,,,,,,,,,,,,,,,VENTURA,CA,93001,,,,,,,,,
,,CHAPALA MARKET WATER,760-397-4447,,,,,,,,,,,,,,,,THERMAL,CA,92274,,,,,,,,,
,,CHAPPELLET WINERY,707-286-4269,,,,,,,,,,,,,,,,ST. HELENA,CA,94574,,,,,,,,,
,,CHAR VALE VINEYARDS,,,,,,,,,,,,,,,,,SAN FRANCISCO,CA,94114,,,,,,,,,
,,CHARITY VALLEY RANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHARLES S. AND SANDRA K. GINTHUM,707-829-0542,,,,,,,,,,,,,,,,SEBASTOPOL,CA,95472,,,,,,,,,
,,"CHARLES SPINETTA WINERY, LLC",209-245-3384,,,,,,,,,,,,,,,,PLYMOUTH,CA,95669,,,,,,,,,
,,CHATEAU BOSWELL,707-967-9767,,,,,,,,,,,,,,,,ST. HELENA,CA,94574,,,,,,,,,
,,CHAPEL IN THE PINES,951-659-0097,,,,,,,,,,,,,,,,MOUNTAIN CENTER,CA,92561,,,,,,,,,
,,CHATEAU DIANA,707-433-6992,,,,,,,,,,,,,,,,HEALDSBURG,CA,95448,,,,,,,,,
,,CHEROKEE FREIGHT LINES WATER SYSTEM,,,,,,,,,,,,,,,,,STOCKTON,CA,95201,,,,,,,,,
,,CHERRY AUCTION,559-266-9856,,,,,,,,,,,,,,,,FRESNO,CA,93706,,,,,,,,,
,,CHEROKEE MEMORIAL PARK INC WATER SYSTEM,209-334-9613,,,,,,,,,,,,,,,,LODI,CA,95240,,,,,,,,,
,,CHERRY HILL CAMPGROUND,,,,,,,,,,,,,,,,,CHESTER,CA,96020,,,,,,,,,
,,CHERRY VALLEY RANCH LLC,760-663-4941,,,,,,,,,,,,,,,,EARP,CA,92242,,,,,,,,,
,,CHICO GRANGE #486,530-892-2117,,,,,,,,,,,,,,,,CHICO,CA,95973,,,,,,,,,
,,CHICO ROD & GUN CLUB,530-896-7802,,,,,,,,,,,,,,,,CHICO,CA,95927,,,,,,,,,
,,CHIMNEY ROCK WINERY,707-257-2641,,,,,,,,,,,,,,,,NAPA,CA,94558,,,,,,,,,
,,CHIMNEY TREE,,,,,,,,,,,,,,,,,GARBERVILLE,CA,95542,,,,,,,,,
,,CHINA PEAK MOUNTAIN RESORT,559-533-2500,,,,,,,,,,,,,,,,LAKESHORE,CA,93634,,,,,,,,,
,,CHINA FLAT CAMPGROUND,831-801-5826,,,,,,,,,,,,,,,,HOLLISTER,CA,95023,,,,,,,,,
,,CHICO EASTSIDE LITTLE LEAGUE,530-521-4958,,,,,,,,,,,,,,,,CHICO,CA,95928,,,,,,,,,
,,CHINOOK WATER SYSTEM,707-482-3511,,,,,,,,,,,,,,,17465 Highway 101,KLAMATH,CA,95548,,,,,,,,,
,,CHITACTAC-ADAMS COUNTY PARK,669-236-1677,,,,,,,,,,,,,,,,LOS GATOS,CA,95032,,,,,,,,,
,,CHRIS FLAT CAMPGROUND,775-720-4105,,,,,,,,,,,,,,,,SPARKS,NV,89431,,,,,,,,,
,,CHRISTIAN BERETS CONF. CENTER,209-524-7993,,,,,,,,,,,,,,,,MODESTO,CA,95355,,,,,,,,,
,,CHRISTIAN LIFE ASSEMBLY WATER SYSTEM,661-822-3813,,,,,,,,,,,,,,,,TEHACHAPI,CA,93561,,,,,,,,,
,,CHRISTIAN SERVICE CENTER OF SENATOR WASH,928-750-1691,,,,,,,,,,,,,,,,WINTERHAVEN,CA,92283,,,,,,,,,
,,CHRISTIAN HEIGHTS ASEMBLY OF GOD,209-532-7305,,,,,,,,,,,,,,,,SONORA,CA,95370,,,,,,,,,
,,CHOWCHILLA CONG OF J W S,,,,,,,,,,,,,,,,,CHOWCHILLA,CA,93610,,,,,,,,,
,,CHRISTMAS COVE,831-663-5084,,,,,,,,,,,,,,,,BRADLEY,CA,93426,,,,,,,,,
,,CHURCH OF GLAD TIDINGS,530-671-3160,,,,,,,,,,,,,,,,YUBA CITY,CA,95992,,,,,,,,,
,,CHURCH OF JESUS CHRIST OF LDS,,,,,,,,,,,,,,,,,STOCKTON,CA,95205,,,,,,,,,
,,CHURCH OF JESUS CHRIST OF LDS (SWS),209-477-5134,,,,,,,,,,,,,,,,LODI,CA,95242,,,,,,,,,
,,CHURCH OF LATTER DAY SAINTS,530-365-3362,,,,,,,,,,,,,,,,ANDERSON,CA,96007,,,,,,,,,
,,CHURCH OF SPIRITUAL TECHNOLOGY,909-338-2973,,,,,,,,,,,,,,,,BLUE JAY,CA,92317,,,,,,,,,
,,CHURCH OF THE REDEEMER,559-896-6458,,,,,,,,,,,,,,,,SELMA,CA,93662,,,,,,,,,
,,CHUCKWALLA VALLEY RACEWAY WATER SYSTEM,760-227-3100,,,,,,,,,,,,,,,,DESERT CENTER,CA,92239,,,,,,,,,
,,CHURN CREEK GOLF COURSE,530-221-3219,,,,,,,,,,,,,,,,REDDING,CA,96002,,,,,,,,,
,,CIBBETTS FLATS CAMPGROUND,,,,,,,,,,,,,,,,,SAN DIEGO,CA,92127,,,,,,,,,
,,CHOWCHILLA REC AREA EASTMAN LAKE,559-474-1483,,,,,,,,,,,,,,,,RAYMOND,CA,93653,,,,,,,,,
,,CINCO POSES CAMP - USFS,909-382-2934,,,,,,,,,,,,,,,,IDYLLWILD,CA,92549,,,,,,,,,
,,CIRCLE BAR B GUEST RANCH,805-968-1113,,,,,,,,,,,,,,,,GOLETA,CA,93117,,,,,,,,,
,,CIRCLE J - NORRIS RANCH,559-539-4923,,,,,,,,,,,,,,,,SPRINGVILLE,CA,93265,,,,,,,,,
,,CINNABAR THEATER,707-490-9982,,,,,,,,,,,,,,,,PETALUMA,CA,94952,,,,,,,,,
,,CIRCLE V RANCH CAMP,805-688-5252,,,,,,,,,,,,,,,,SANTA BARBARA,CA,93105,,,,,,,,,
,,CITY OF OAKDALE -KERR PARK,209-845-3600,,,,,,,,,,,,,,,,OAKDALE,CA,95361,,,,,,,,,
,,"CITY OF SAN DIEGO, CAMP MORENA",619-668-3237,,,,,,,,,,,,,,,5530 Kiowa Drive,LA MESA,CA,91942,,,,,,,,,
,,CLEAR CREEK MARKET,530-246-9044,,,,,,,,,,,,,,,,REDDING,CA,96001,,,,,,,,,
,,CLARK SYSTEM,530-226-2316,,,,,,,,,,,,,,,,YREKA,CA,96097,,,,,,,,,
,,CLARKSBURG COMM CHURCH,916-775-2107,,,,,,,,,,,,,,,,CLARKSBURG,CA,95612,,,,,,,,,
,,CLEAR CREEK LATTER DAY SAINTS CHURCH,801-718-6777,,,,,,,,,,,,,,,12th Floor,SALT LAKE CITY,UT,84150,,,,,,,,,
,,CLEAR CREEK OUTDOOR EDUCATION CENTER,,,,,,,,,,,,,,,,# 22 FLOOR,LOS ANGELES,CA,90017,,,,,,,,,
,,CITY OF SAN DIEGO - EL CAPITAN RESERVOIR,619-668-3260,,,,,,,,,,,,,,,,SAN DIEGO,CA,92105,,,,,,,,,
,,CLEMENTS RIDGE PRODUCE,,,,,,,,,,,,,,,,,CLEMENTS,CA,95227,,,,,,,,,
,,CLEONE CAMPGROUND AND GROCERY,707-964-2707,,,,,,,,,,,,,,,,FORT BRAGG,CA,95437,,,,,,,,,
,,CLEVELAND CORRAL REST AREA,530-647-5407,,,,,,,,,,,,,,,100 FORNI ROAD,PLACERVILLE,CA,95667,,,,,,,,,
,,CLIFF'S MARINA,916-665-1611,,,,,,,,,,,,,,,,SACRAMENTO,CA,95832,,,,,,,,,
,,CLINGANS JUNCTION COFFEE & CABINS,559-358-0298,,,,,,,,,,,,,,,,SQUAW VALLEY,CA,93675,,,,,,,,,
,,CLIO RIVERS EDGE RV PARK,,,,,,,,,,,,,,,,,CLIO,CA,96106,,,,,,,,,
,,CLM - HUNGRY & BOULDER GULCH CAMPGROUNDS,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM - MAIN DAM/PIONEER POINT CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM - PARADISE COVE CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM - SANDY FLAT CAMPGROUND WS,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM - TILLIE CREEK LIVE OAKS CAMPGROUNDS,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-BELKNAP CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-COY FLAT CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CISCO GROVE GAS & FOOD,916-960-9691,,,,,,,,,,,,,,,,SODA SPRINGS,CA,95728,,,,,,,,,
,,CLM-CAMP 3 CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
,,CLM-ESHOM CAMPGROUND,650-322-1181,,,,,,,,,,,,,,,,PALO ALTO,CA,94301,,,,,,,,,
,,CLM-FAIRVIEW CAMPGROUND,760-376-1815,,,,,,,,,,,,,,,,KERNVILLE,CA,93238,,,,,,,,,
